cap-diameter,stem-height,stem-width,date,cap-shape,cap-color,has-ring,ring-type,class
2.83,2.66,12.08,2020.05.13,o,k,f,f,p
6.12,11.55,12.01,2020.08.21,b,w,t,l,p
6.72,5.77,8.78,2020.03.16,s,n,f,f,e
6.58,5.12,12.64,2020.02.14,s,y,t,f,p
4.65,4.79,10.57,2020.11.27,x,n,f,f,e
4.78,6.7,9.15,2020.07.16,x,b,f,f,e
9.67,2.23,14.33,2020.09.01,f,g,f,f,e
16.61,8.24,31.67,2020.01.11,x,n,f,f,p
9.2,4.62,17.54,2020.02.04,f,b,t,f,e
6.51,8.08,10.42,2020.12.26,x,e,t,z,p
11.74,10.56,17.24,2020.03.13,f,n,t,,e
5.86,7.0,9.35,2020.03.15,x,e,t,z,p
7.22,6.67,12.2,2020.01.03,f,r,f,f,p
14.45,8.77,22.77,2020.08.06,s,l,f,f,e
11.03,5.66,16.38,2020.12.15,s,w,f,f,e
3.69,4.56,2.46,2020.10.16,b,w,f,f,e
11.01,3.73,26.34,2020.11.23,o,e,f,f,p
3.61,4.46,4.62,2020.03.05,x,e,f,f,p
14.73,7.98,22.76,2020.02.23,s,g,f,f,e
3.8,5.34,3.54,2020.05.04,b,e,t,e,p
3.55,4.91,3.62,2020.08.31,x,y,t,r,p
1.2,3.61,5.25,2020.03.07,f,y,f,f,p
2.84,6.03,2.64,2020.05.21,b,n,f,f,e
8.87,3.07,23.86,2020.09.17,o,e,f,f,p
2.62,3.58,2.54,2020.04.01,x,w,f,f,p
6.46,5.49,17.13,2020.09.15,x,e,f,f,p
7.28,11.13,6.09,2020.02.27,f,n,f,f,p
13.42,8.61,18.22,2020.04.02,x,y,f,f,p
7.17,5.41,16.5,2020.12.11,f,e,f,f,p
2.59,4.17,5.92,2020.12.31,x,p,f,f,e
6.29,8.07,10.5,2020.07.17,x,e,t,z,p
3.66,3.71,9.03,2020.10.15,x,g,f,f,p
5.61,8.45,10.08,2020.03.25,x,w,t,,e
8.25,4.54,13.72,2020.01.13,s,r,f,f,p
9.38,8.7,23.49,2020.01.19,p,n,f,f,p
2.55,4.34,6.46,2020.04.28,s,o,f,f,p
12.18,7.52,17.72,2020.04.28,x,g,f,f,p
5.05,4.53,6.58,2020.03.05,x,n,t,z,p
10.89,5.77,14.9,2020.05.27,x,y,f,f,p
6.1,4.65,14.16,2020.02.09,s,y,f,f,p
8.0,1.41,13.1,2020.01.15,o,n,f,f,p
7.1,8.6,10.24,2020.09.28,x,y,t,,p
8.65,8.44,7.65,2020.03.25,x,n,t,z,p
13.14,10.94,14.47,2020.04.03,f,n,t,g,p
7.22,5.23,9.51,2020.03.14,x,n,f,f,e
8.3,13.55,8.88,2020.11.29,x,e,f,f,p
10.74,7.32,23.61,2020.04.04,s,r,f,f,e
5.54,6.7,12.0,2020.08.20,s,b,f,f,e
7.32,6.03,14.22,2020.06.01,x,y,f,f,e
7.05,7.32,8.8,2020.12.15,s,e,f,f,p
3.02,7.53,7.57,2020.06.18,b,y,t,z,p
1.25,4.79,1.29,2020.03.26,b,n,f,f,p
0.82,3.32,0.78,2020.04.20,x,y,f,f,p
17.14,5.32,26.89,2020.03.07,x,k,f,f,p
6.47,7.8,15.61,2020.08.15,x,y,f,f,e
9.62,7.91,22.59,2020.02.15,x,y,f,f,e
3.3,4.44,3.43,2020.09.05,b,e,t,e,p
5.93,6.21,4.87,2020.01.11,x,g,t,l,e
8.26,5.96,16.94,2020.11.17,f,y,f,f,p
6.17,5.04,6.28,2020.11.18,x,n,f,f,p
3.59,5.12,3.47,2020.10.26,x,y,t,r,p
1.03,5.64,0.99,2020.03.05,x,n,f,f,e
8.35,7.8,16.24,2020.04.08,s,p,t,f,p
8.06,4.59,13.02,2020.11.28,s,g,f,f,p
6.94,11.88,24.22,2020.04.03,x,g,f,f,e
8.53,3.5,8.83,2020.01.16,s,w,f,f,e
6.84,6.24,11.93,2020.11.24,x,e,f,f,e
5.87,5.48,6.46,2020.12.21,f,n,t,,p
3.97,5.35,6.68,2020.06.18,x,l,f,f,e
8.07,3.7,9.78,2020.01.20,s,w,f,f,e
3.38,5.38,5.02,2020.08.30,f,y,f,f,p
8.68,5.83,13.33,2020.08.20,s,r,f,f,p
1.56,4.74,2.37,2020.10.04,f,n,f,f,e
3.63,3.44,5.26,2020.10.18,f,w,f,f,e
2.83,3.5,6.36,2020.06.24,s,u,f,f,p
11.6,10.28,17.26,2020.09.26,x,y,t,r,p
7.81,5.72,11.57,2020.05.29,x,n,f,f,e
9.14,6.3,9.88,2020.01.05,x,n,f,f,e
20.41,17.97,35.61,2020.07.15,p,o,f,f,e
6.62,5.65,14.9,2020.01.08,s,y,f,f,e
4.01,3.3,5.55,2020.12.13,f,w,f,f,e
6.84,8.5,13.76,2020.02.19,x,w,t,l,p
4.09,7.13,6.09,2020.12.23,b,n,t,,p
8.37,7.29,15.67,2020.02.25,x,w,t,l,e
8.75,4.42,18.77,2020.02.19,f,b,t,f,e
2.89,3.66,5.66,2020.10.04,x,y,f,f,p
3.82,0.0,0.0,2020.02.08,o,w,f,f,p
2.94,3.05,5.48,2020.07.24,x,w,f,f,e
1.51,6.57,2.17,2020.05.29,x,y,f,f,e
13.81,7.92,25.19,2020.10.19,x,n,f,f,e
3.16,5.55,3.6,2020.04.09,x,y,t,r,p
7.64,7.88,13.47,2020.07.14,x,w,t,l,p
9.29,19.66,12.28,2020.03.10,f,w,t,e,e
1.04,3.21,1.48,2020.08.12,b,w,f,f,e
3.67,3.23,6.07,2020.09.23,s,o,f,f,p
17.64,13.56,32.68,2020.04.23,x,n,f,f,e
2.76,5.02,5.59,2020.06.15,b,y,f,f,p
3.32,2.62,6.01,2020.01.27,x,w,f,f,e
10.82,9.27,32.41,2020.08.25,x,y,f,f,p
8.54,6.86,19.3,2020.02.11,f,u,f,f,p
8.12,5.4,17.05,2020.04.24,s,w,f,f,e
1.43,5.1,2.07,2020.09.23,b,n,f,f,p
15.17,8.6,22.83,2020.03.26,x,y,f,f,e
3.14,8.01,3.92,2020.07.25,f,n,f,f,p
5.11,0.0,0.0,2020.09.13,o,w,f,f,p
1.86,3.9,2.61,2020.07.07,f,k,f,f,p
3.18,2.75,5.12,2020.02.24,f,o,f,f,p
4.67,5.38,10.97,2020.05.21,x,o,f,f,e
0.91,2.9,1.37,2020.12.17,p,g,f,f,e
2.76,4.08,6.64,2020.02.03,s,u,f,f,p
7.56,5.89,8.41,2020.10.14,x,n,f,f,p
2.86,4.27,5.72,2020.12.24,x,b,f,f,p
3.03,3.55,6.17,2020.10.01,s,u,f,f,p
1.81,2.29,5.27,2020.10.16,x,o,f,f,p
2.37,8.26,3.17,2020.02.18,f,n,f,f,p
8.39,4.53,12.43,2020.08.23,s,y,t,f,p
2.22,3.85,2.52,2020.11.30,s,w,f,f,p
8.36,7.07,16.63,2020.12.05,s,y,f,f,p
24.36,33.25,22.04,2020.03.03,f,w,t,m,e
6.83,3.77,11.26,2020.07.27,s,w,f,f,e
2.96,6.14,6.76,2020.06.18,s,n,f,f,e
7.78,6.2,16.2,2020.10.11,s,y,f,f,e
2.61,2.63,5.63,2020.01.04,f,o,f,f,p
5.77,6.15,11.08,2020.10.24,b,k,f,f,e
5.03,5.62,12.24,2020.08.26,x,w,t,g,e
4.0,5.26,3.2,2020.07.02,b,w,f,f,e
2.85,3.9,6.77,2020.02.19,f,w,f,f,e
14.04,12.65,56.6,2020.01.08,x,n,f,f,e
3.02,3.95,2.54,2020.04.21,s,w,f,f,p
3.93,4.95,3.56,2020.10.17,b,n,t,e,p
11.74,9.62,22.07,2020.06.25,x,n,f,f,e
4.35,3.77,11.7,2020.08.11,p,w,t,e,e
6.32,8.54,19.63,2020.12.07,x,u,f,f,p
4.75,0.0,0.0,2020.10.11,o,n,f,f,p
9.48,6.96,17.24,2020.02.21,f,e,f,f,p
1.53,5.93,1.9,2020.04.29,x,y,f,f,e
8.79,15.88,17.46,2020.10.23,b,n,f,f,p
2.64,3.76,15.06,2020.02.06,o,g,f,f,p
9.66,6.45,17.34,2020.08.04,s,w,f,f,e
7.22,7.29,18.73,2020.10.30,x,n,f,f,p
12.42,5.75,17.67,2020.12.13,s,p,f,f,e
1.02,2.87,1.52,2020.03.19,x,w,f,f,p
5.94,11.57,11.83,2020.03.12,c,n,f,f,e
6.29,9.98,12.31,2020.04.21,p,n,t,z,p
9.24,11.69,23.44,2020.08.04,x,o,t,r,p
3.13,9.93,2.71,2020.11.19,b,k,f,f,p
7.08,8.13,12.64,2020.04.21,f,o,f,f,e
8.37,3.69,9.85,2020.09.25,x,w,f,f,e
2.96,9.68,2.79,2020.08.16,b,g,f,f,p
11.65,7.53,26.56,2020.07.07,x,y,f,f,p
9.13,8.16,11.72,2020.04.16,s,p,t,f,p
3.66,7.34,6.49,2020.06.02,x,o,f,f,e
10.51,8.74,17.65,2020.05.05,x,n,t,p,e
2.81,4.52,6.08,2020.07.09,x,e,f,f,e
14.8,8.34,25.5,2020.05.20,f,n,f,f,e
5.34,4.71,9.05,2020.11.11,x,n,f,f,e
3.78,5.96,3.6,2020.05.13,x,y,t,r,p
0.85,5.05,1.14,2020.04.15,x,o,f,f,p
5.61,12.56,11.89,2020.10.07,c,n,f,f,e
10.05,4.84,20.92,2020.08.02,f,b,t,f,e
3.99,6.45,3.75,2020.02.29,f,n,f,f,e
5.55,4.87,6.57,2020.04.02,b,n,t,,p
9.75,6.21,14.34,2020.12.04,x,r,f,f,p
4.11,3.38,5.8,2020.04.09,f,w,f,f,e
7.15,10.33,24.09,2020.07.01,x,n,f,f,e
8.62,6.52,19.1,2020.01.01,s,n,f,f,e
4.08,3.81,3.16,2020.07.30,f,n,f,f,p
6.86,5.06,16.63,2020.11.10,f,n,f,f,p
8.22,6.22,12.26,2020.09.03,x,w,t,e,e
11.77,8.49,17.54,2020.11.07,x,n,t,p,e
2.06,4.61,2.97,2020.03.19,f,n,f,f,e
10.21,20.7,12.58,2020.08.22,f,w,t,e,e
3.35,4.71,10.74,2020.01.28,x,n,f,f,e
4.73,9.91,6.0,2020.10.08,b,n,t,,p
4.77,3.17,5.79,2020.03.06,s,y,t,f,p
4.68,6.27,7.04,2020.09.09,x,y,f,f,p
0.8,3.45,0.74,2020.02.19,x,y,f,f,p
5.01,3.83,6.9,2020.04.09,s,o,f,f,p
7.89,7.53,14.18,2020.06.26,s,o,f,f,e
6.95,5.63,11.89,2020.12.14,x,n,f,f,e
7.82,4.81,14.74,2020.10.10,x,k,f,f,e
6.91,7.61,12.17,2020.08.08,x,n,f,f,e
11.58,7.87,28.53,2020.06.06,x,n,f,f,p
2.99,6.17,3.18,2020.06.04,b,n,f,f,e
7.35,6.87,17.08,2020.08.01,f,p,f,f,e
3.42,5.4,7.06,2020.07.30,x,n,t,z,p
6.18,7.36,14.94,2020.09.20,x,y,t,,e
7.15,6.0,10.02,2020.06.18,x,n,f,f,e
0.65,4.64,1.02,2020.01.17,f,o,f,f,p
10.14,7.19,19.29,2020.06.09,x,y,f,f,e
2.11,5.69,2.21,2020.03.16,b,n,f,f,p
8.35,9.25,16.74,2020.05.24,x,n,f,f,e
7.63,10.57,6.19,2020.06.30,f,n,f,f,p
9.51,7.01,18.98,2020.09.25,x,l,f,f,e
6.44,6.91,18.28,2020.02.13,x,e,f,f,p
6.39,3.62,8.34,2020.08.30,f,p,f,f,p
6.4,4.65,7.22,2020.11.15,s,y,f,f,p
8.98,8.13,13.82,2020.11.01,x,w,t,l,p
7.59,6.07,14.37,2020.02.13,x,y,t,,e
1.66,5.37,2.71,2020.11.14,x,n,f,f,p
8.72,8.02,15.71,2020.05.01,x,y,t,,e
13.67,9.47,18.06,2020.08.07,x,y,t,,e
10.82,12.79,23.42,2020.05.08,x,y,t,r,p
5.89,5.85,8.56,2020.09.15,x,b,f,f,e
5.44,7.44,9.75,2020.01.29,x,e,t,z,p
7.92,4.55,11.45,2020.05.13,p,w,t,e,e
10.74,7.81,10.34,2020.06.01,x,n,f,f,e
14.08,8.44,18.62,2020.11.08,x,g,f,f,p
6.49,6.05,10.79,2020.04.01,x,w,t,g,e
10.11,7.24,16.99,2020.07.06,x,n,t,p,e
5.14,7.15,41.73,2020.06.04,s,n,f,f,e
3.08,4.41,5.05,2020.08.03,s,u,f,f,p
5.18,5.72,7.47,2020.08.15,x,o,f,f,p
1.23,1.68,2.4,2020.10.19,x,n,f,f,p
4.33,6.24,5.2,2020.10.12,f,e,f,f,p
5.18,7.52,9.48,2020.02.26,x,e,t,z,p
7.16,7.13,28.53,2020.10.03,x,w,f,f,e
8.24,8.07,20.97,2020.02.17,x,p,f,f,e
9.84,19.41,12.5,2020.06.02,f,w,t,e,e
3.31,3.88,23.74,2020.12.07,s,n,f,f,e
6.2,5.3,9.43,2020.05.13,x,n,f,f,p
3.39,5.94,9.74,2020.08.30,x,n,t,z,p
11.89,12.35,26.2,2020.12.23,x,o,t,r,p
15.16,6.91,24.9,2020.03.27,s,n,f,f,e
3.09,5.11,6.22,2020.06.09,b,y,f,f,p
3.75,6.02,3.55,2020.04.19,f,y,f,f,e
2.96,5.11,4.37,2020.05.04,b,n,f,f,p
3.29,3.34,5.74,2020.11.04,x,w,f,f,e
8.17,14.68,18.05,2020.03.23,p,n,f,f,p
7.65,1.61,16.17,2020.04.21,o,n,f,f,p
3.01,4.64,6.16,2020.12.31,x,b,f,f,p
7.41,4.55,10.33,2020.07.21,x,p,f,f,p
7.21,7.24,9.24,2020.11.10,s,n,f,f,p
5.75,5.16,5.27,2020.07.27,x,n,t,r,e
8.85,9.53,15.0,2020.04.27,x,n,f,f,p
9.95,2.59,16.89,2020.06.19,f,b,f,f,e
5.35,4.36,7.69,2020.07.20,x,g,f,f,e
8.05,1.65,16.47,2020.05.29,o,o,f,f,p
4.24,6.11,6.56,2020.10.12,c,y,f,f,p
3.57,4.45,4.1,2020.02.02,b,n,f,f,p
9.26,9.44,13.77,2020.07.22,f,n,t,,e
8.0,5.24,16.7,2020.08.14,s,o,f,f,e
5.91,7.2,13.62,2020.09.04,x,y,f,f,e
9.77,9.66,13.51,2020.03.22,f,n,f,f,e
4.3,8.53,10.19,2020.05.03,x,w,t,,e
14.53,2.73,16.25,2020.12.11,f,l,f,f,e
8.55,13.63,13.64,2020.09.05,b,w,t,l,p
3.96,5.51,4.76,2020.10.13,f,n,f,f,p
10.3,2.7,22.49,2020.01.20,o,e,f,f,p
2.82,4.13,6.14,2020.02.28,s,o,f,f,p
2.8,4.54,2.92,2020.12.31,b,n,f,f,e
4.11,6.27,8.44,2020.01.06,x,r,f,f,e
3.83,4.93,10.65,2020.08.12,x,n,f,f,e
3.29,3.38,5.13,2020.05.09,x,o,t,z,p
8.27,10.12,38.27,2020.09.14,x,n,f,f,p
3.0,6.6,2.2,2020.12.07,b,g,f,f,p
10.34,7.23,15.37,2020.03.08,f,w,t,l,e
8.66,8.12,12.48,2020.06.20,x,n,f,f,e
3.34,3.28,8.39,2020.10.28,x,g,f,f,p
6.95,5.36,17.3,2020.05.18,f,e,f,f,p
5.72,5.05,18.56,2020.07.25,o,n,f,f,e
9.92,8.93,32.56,2020.11.28,x,w,f,f,e
1.73,3.57,1.67,2020.12.03,o,n,f,f,p
9.54,8.93,21.79,2020.08.06,s,n,f,f,e
1.88,5.4,2.37,2020.06.22,b,w,f,f,p
4.03,4.64,3.2,2020.02.17,f,n,f,f,p
6.17,7.35,15.64,2020.06.16,x,y,f,f,e
2.5,3.75,3.58,2020.12.28,c,u,f,f,p
1.63,2.16,2.73,2020.06.18,x,n,f,f,p
7.67,5.34,18.13,2020.01.21,f,y,f,f,p
16.39,5.42,18.04,2020.02.08,f,k,f,f,e
5.81,6.27,12.38,2020.09.10,x,w,t,g,e
9.16,7.9,13.14,2020.11.26,x,n,t,,e
9.07,8.98,16.03,2020.11.12,x,y,t,,e
3.01,3.42,2.54,2020.11.19,s,w,f,f,p
3.68,4.25,16.23,2020.09.06,o,k,f,f,p
4.27,5.79,32.39,2020.08.09,o,w,t,f,p
9.05,10.32,11.54,2020.02.29,x,n,f,f,p
15.88,8.89,16.79,2020.06.04,x,n,t,,e
1.49,5.23,2.63,2020.05.05,x,n,f,f,p
8.62,6.18,19.9,2020.12.30,x,u,f,f,e
2.25,5.44,2.05,2020.10.09,b,n,f,f,p
6.56,6.62,6.33,2020.07.20,x,y,t,z,p
10.54,7.4,21.2,2020.10.21,x,n,f,f,e
15.02,10.38,18.27,2020.07.26,x,n,t,,e
3.28,6.99,4.44,2020.08.31,b,n,t,,p
5.52,1.32,14.04,2020.05.19,o,n,f,f,p
8.82,10.32,10.96,2020.09.10,x,w,f,f,p
2.11,3.07,5.4,2020.10.21,x,o,f,f,p
6.91,6.71,17.14,2020.05.01,x,g,f,f,p
5.95,5.88,15.12,2020.11.04,x,y,f,f,e
8.83,11.54,25.11,2020.08.24,x,n,f,f,p
7.83,6.2,30.66,2020.11.22,f,w,f,f,e
1.68,5.21,2.56,2020.08.10,f,g,f,f,e
2.78,4.08,4.69,2020.05.06,x,e,f,f,p
2.78,5.2,6.38,2020.02.22,b,r,f,f,p
8.02,11.09,24.97,2020.06.25,x,n,f,f,e
10.07,8.47,17.54,2020.07.12,p,n,t,p,e
4.54,5.73,11.5,2020.01.21,x,n,f,f,e
4.99,3.26,5.76,2020.04.10,s,o,f,f,p
7.03,6.67,13.01,2020.08.04,x,y,t,g,e
6.41,5.99,8.79,2020.02.08,x,n,f,f,p
5.46,6.24,13.09,2020.12.15,f,o,f,f,e
3.97,0.0,0.0,2020.09.22,o,w,f,f,p
4.35,7.18,7.18,2020.06.02,s,u,f,f,p
4.05,4.18,3.7,2020.04.22,f,w,f,f,p
3.82,4.73,6.24,2020.08.03,x,n,t,r,e
5.78,4.87,7.52,2020.11.21,s,n,f,f,e
10.61,6.9,21.66,2020.01.03,f,n,f,f,e
4.09,4.79,12.56,2020.09.13,c,y,f,f,p
9.76,5.14,21.59,2020.12.14,f,b,t,f,e
11.48,6.83,21.87,2020.07.06,f,y,f,f,e
10.88,9.2,18.34,2020.02.22,x,n,t,p,e
6.43,5.25,16.73,2020.11.18,f,e,f,f,p
2.71,3.78,7.76,2020.10.15,f,u,f,f,p
9.71,6.03,7.82,2020.11.23,x,n,f,f,p
4.71,2.85,6.41,2020.06.20,s,o,f,f,p
4.03,5.51,3.98,2020.03.24,f,n,f,f,p
3.59,3.8,8.22,2020.09.26,x,y,f,f,e
7.09,4.11,10.01,2020.05.15,x,p,f,f,p
6.68,6.16,11.47,2020.01.23,f,n,f,f,e
5.99,5.5,11.65,2020.12.23,f,b,f,f,e
3.43,3.46,8.59,2020.07.24,x,y,f,f,e
9.53,7.29,11.06,2020.12.18,x,n,f,f,e
17.8,5.86,38.75,2020.09.03,f,n,f,f,p
4.91,4.83,6.77,2020.11.19,x,o,t,z,p
8.97,5.56,23.63,2020.07.17,s,w,f,f,e
6.39,4.86,13.4,2020.12.11,x,n,f,f,p
3.22,4.19,5.45,2020.11.16,x,o,t,z,p
10.56,7.48,19.07,2020.11.29,x,n,t,p,e
6.84,4.77,12.67,2020.01.28,x,n,f,f,p
11.0,12.85,23.23,2020.04.10,x,y,t,r,p
17.76,16.48,36.28,2020.10.02,p,e,f,f,e
5.08,7.99,7.6,2020.04.01,x,o,f,f,p
6.92,5.71,12.34,2020.10.31,x,y,t,g,e
2.88,4.87,6.21,2020.11.17,b,p,f,f,p
16.09,7.21,21.23,2020.01.02,s,n,f,f,e
1.32,4.76,2.36,2020.10.06,x,g,f,f,e
8.71,6.05,24.86,2020.01.13,f,y,t,e,e
16.18,6.36,39.01,2020.05.03,f,n,f,f,p
10.76,11.87,19.0,2020.09.18,f,n,t,g,e
7.61,6.65,20.09,2020.04.06,s,l,f,f,e
9.98,8.95,19.36,2020.11.11,x,y,t,r,p
2.48,4.99,7.12,2020.11.24,x,n,t,z,p
3.86,6.09,7.97,2020.08.16,b,r,t,e,p
6.6,11.2,22.93,2020.11.03,x,g,f,f,e
1.47,5.81,1.72,2020.11.25,x,y,f,f,e
9.96,7.74,15.64,2020.01.01,s,p,t,f,p
6.68,8.37,10.71,2020.06.09,x,e,t,z,p
1.87,7.55,2.72,2020.02.20,c,n,f,f,p
9.66,4.26,16.45,2020.10.27,f,b,t,f,e
10.91,7.0,23.73,2020.12.10,x,n,f,f,p
1.53,4.97,1.57,2020.12.10,c,n,f,f,e
19.6,15.45,33.84,2020.11.26,x,o,f,f,e
7.96,6.41,16.7,2020.01.07,f,y,f,f,e
4.71,6.48,12.38,2020.08.12,c,w,f,f,p
7.94,5.9,24.16,2020.10.14,s,n,f,f,e
7.38,11.53,11.33,2020.06.15,b,w,t,l,p
3.35,8.55,4.95,2020.03.24,s,n,f,f,e
13.29,12.26,18.06,2020.05.13,p,w,t,r,e
1.33,3.7,1.53,2020.11.21,o,n,f,f,p
1.66,2.7,5.51,2020.02.28,f,o,f,f,p
5.98,6.4,5.96,2020.07.07,s,e,f,f,p
10.93,5.63,17.19,2020.05.25,s,p,f,f,e
5.43,7.84,10.81,2020.06.03,x,e,t,z,p
11.97,8.02,27.64,2020.12.27,x,n,f,f,p
3.21,4.93,3.11,2020.03.15,f,n,f,f,p
5.22,6.96,8.8,2020.10.19,x,b,f,f,e
0.99,3.39,2.56,2020.06.16,b,n,t,f,p
1.56,5.59,1.66,2020.12.15,x,n,f,f,e
1.48,2.93,1.21,2020.08.17,o,n,f,f,p
6.84,8.27,9.22,2020.07.29,x,e,t,z,p
7.48,11.09,14.85,2020.06.25,x,r,t,g,p
4.25,4.35,7.53,2020.02.22,f,w,f,f,e
8.68,11.09,13.47,2020.04.10,x,n,t,,p
7.18,5.21,8.57,2020.09.28,s,n,f,f,e
2.79,0.0,0.0,2020.11.18,o,g,f,f,p
4.75,0.0,0.0,2020.06.12,o,g,t,f,p
8.32,5.79,19.58,2020.06.13,f,g,f,f,e
5.21,6.66,12.69,2020.12.24,c,w,f,f,p
4.54,4.22,5.62,2020.07.02,x,n,t,z,p
12.26,12.18,28.73,2020.09.07,x,n,f,f,p
9.48,10.17,18.83,2020.02.29,x,n,f,f,p
4.19,6.38,4.09,2020.10.19,b,g,f,f,e
8.5,14.49,17.5,2020.04.24,p,n,f,f,p
15.23,11.58,36.57,2020.03.02,x,n,f,f,p
6.29,5.39,8.29,2020.03.14,f,n,f,f,e
7.39,7.58,15.34,2020.02.19,x,y,t,,e
9.08,6.92,20.62,2020.03.09,f,g,f,f,e
14.97,23.0,19.54,2020.05.16,f,w,t,m,e
2.82,4.68,5.65,2020.04.12,f,y,f,f,p
4.76,6.21,13.01,2020.11.30,x,o,f,f,e
17.84,21.88,19.66,2020.10.14,f,w,t,m,e
2.82,7.12,2.81,2020.01.12,x,n,f,f,p
3.16,8.68,2.42,2020.08.07,b,g,f,f,p
17.29,21.34,17.04,2020.03.16,p,n,t,m,e
4.47,5.91,8.13,2020.07.15,b,l,t,e,p
3.98,0.0,0.0,2020.09.10,o,o,t,f,p
15.07,4.89,23.83,2020.10.15,f,k,f,f,p
3.5,9.25,5.91,2020.02.07,b,n,t,,p
2.13,7.79,3.21,2020.06.15,f,n,f,f,p
0.84,4.92,0.86,2020.11.21,x,n,f,f,e
3.18,4.23,6.95,2020.02.17,f,n,f,f,p
3.69,6.64,3.74,2020.11.03,f,g,f,f,e
4.25,5.87,6.3,2020.09.05,f,n,f,f,e
7.2,3.69,24.79,2020.03.24,o,e,f,f,p
6.94,10.62,13.22,2020.09.05,f,r,t,g,p
8.35,3.99,8.8,2020.02.17,f,p,f,f,p
8.18,1.25,14.27,2020.02.21,o,n,f,f,p
6.74,7.29,7.1,2020.01.01,x,y,t,z,p
7.07,6.06,8.97,2020.08.23,f,r,f,f,p
5.69,4.98,10.12,2020.04.25,x,n,f,f,p
16.53,15.32,34.9,2020.07.14,p,n,f,f,e
4.66,0.0,0.0,2020.04.15,o,w,f,f,p
1.22,5.97,1.0,2020.07.27,x,n,f,f,e
4.2,4.17,12.29,2020.11.22,f,w,t,e,e
2.89,4.06,3.15,2020.08.01,f,n,f,f,e
1.46,2.39,2.61,2020.04.04,x,y,f,f,p
1.52,1.44,2.39,2020.10.29,x,n,f,f,p
1.36,3.65,1.28,2020.05.14,b,n,f,f,p
15.29,28.46,22.81,2020.08.11,p,n,t,m,e
8.38,7.62,7.75,2020.10.07,x,n,t,z,p
10.58,11.68,17.34,2020.04.01,x,n,f,f,p
7.69,4.37,15.04,2020.03.11,f,u,f,f,e
5.86,3.25,8.78,2020.12.19,s,w,f,f,e
7.12,7.5,10.31,2020.12.12,x,b,f,f,e
8.06,9.83,12.56,2020.02.09,f,n,t,g,e
9.76,1.91,16.89,2020.10.28,o,o,f,f,p
8.26,8.05,21.59,2020.06.01,x,l,f,f,e
3.53,4.12,2.62,2020.09.01,f,w,f,f,p
6.56,7.41,16.43,2020.01.06,x,y,f,f,e
9.01,6.01,18.97,2020.08.13,x,y,f,f,p
4.83,7.97,40.71,2020.11.10,o,n,f,f,e
14.18,17.87,18.2,2020.10.02,f,e,t,p,p
7.6,7.89,13.63,2020.05.20,x,w,t,l,p
8.06,8.26,14.69,2020.02.13,p,n,f,f,e
16.44,5.07,31.04,2020.03.13,f,e,f,f,p
9.21,7.65,18.19,2020.02.12,s,l,f,f,e
4.54,7.6,8.56,2020.08.23,x,w,t,,e
10.58,9.74,30.61,2020.04.26,x,n,f,f,p
6.16,6.28,9.6,2020.07.09,s,n,f,f,p
10.52,8.34,16.09,2020.02.17,p,n,t,p,e
16.95,5.99,30.31,2020.09.26,x,w,f,f,p
1.28,4.09,1.56,2020.04.10,o,n,f,f,p
12.62,10.58,15.25,2020.04.22,f,g,t,e,p
3.23,5.51,9.75,2020.08.07,x,n,t,z,p
2.97,3.22,2.41,2020.01.27,x,w,f,f,p
9.63,8.58,20.4,2020.10.19,x,n,f,f,p
8.84,5.99,13.99,2020.11.05,p,w,t,e,e
1.29,4.95,2.2,2020.05.04,x,y,f,f,e
6.41,8.13,10.97,2020.09.01,x,e,t,z,p
6.22,4.57,10.3,2020.05.17,x,p,f,f,p
4.53,5.22,7.11,2020.12.27,x,r,f,f,e
9.91,8.87,28.46,2020.06.12,f,n,t,e,e
8.01,6.81,16.32,2020.04.25,x,n,t,p,e
6.86,5.8,6.76,2020.10.26,x,n,t,r,e
0.74,4.73,1.01,2020.09.11,x,o,f,f,p
8.83,11.23,16.12,2020.08.03,x,n,f,f,p
11.61,10.13,33.64,2020.09.20,x,y,f,f,p
3.39,6.44,7.05,2020.12.17,s,u,f,f,p
7.39,7.05,7.77,2020.12.09,x,n,t,z,p
7.7,4.27,20.59,2020.10.10,s,n,f,f,e
15.35,10.0,17.75,2020.06.12,x,n,t,,e
6.99,4.43,11.75,2020.02.29,s,n,f,f,p
2.92,6.63,3.31,2020.01.25,b,n,f,f,e
6.81,9.63,11.25,2020.01.06,x,y,t,,p
3.04,4.21,7.97,2020.05.08,x,y,f,f,e
2.95,4.88,3.23,2020.05.21,b,n,f,f,e
2.5,3.28,3.49,2020.07.22,f,w,f,f,p
7.15,5.91,11.25,2020.06.18,f,r,f,f,p
9.57,6.72,20.27,2020.09.12,f,u,f,f,p
1.54,4.72,2.57,2020.05.31,x,n,f,f,p
7.19,15.88,18.3,2020.05.27,p,n,f,f,p
2.38,6.57,2.67,2020.09.11,p,n,t,e,p
8.74,8.79,9.08,2020.06.13,f,n,f,f,p
5.88,5.47,4.03,2020.11.03,x,n,t,l,e
7.11,8.2,7.87,2020.12.23,x,y,t,z,p
6.33,6.02,11.1,2020.07.13,f,y,f,f,p
5.85,4.51,11.81,2020.01.26,p,w,t,e,e
7.02,5.31,8.71,2020.03.13,s,n,f,f,e
2.44,3.01,5.06,2020.11.05,s,o,f,f,p
5.4,6.64,8.56,2020.11.15,x,e,f,f,p
